MODEL NAME,CATEGORY,YEAR NUMBER,MONTH,Total
CLICK150i,AT,Year: 2022,6,1432
CLICK150i,AT,Year: 2022,7,532
CLICK150i,AT,Year: 2022,8,300
CLICK150i,AT,Year: 2022,9,111
CLICK150i,AT,Year: 2022,10,57
CLICK150i,AT,Year: 2022,11,39
CLICK150i,AT,Year: 2022,12,22
CLICK160,AT,Year: 2022,4,1784
CLICK160,AT,Year: 2022,5,6291
CLICK160,AT,Year: 2022,6,6043
CLICK160,AT,Year: 2022,7,5486
CLICK160,AT,Year: 2022,8,6230
CLICK160,AT,Year: 2022,9,6050
CLICK160,AT,Year: 2022,10,5792
CLICK160,AT,Year: 2022,11,6317
CLICK160,AT,Year: 2022,12,6818
CRF250L,SPORT,Year: 2022,1,1
CRF250L,SPORT,Year: 2022,3,2
CRF250L,SPORT,Year: 2022,5,1
CRF250L,SPORT,Year: 2022,6,3
CRF250L,SPORT,Year: 2022,7,1
CRF250RALLY,SPORT,Year: 2022,1,4
CRF250RALLY,SPORT,Year: 2022,2,4
CRF250RALLY,SPORT,Year: 2022,3,1
CRF250RALLY,SPORT,Year: 2022,4,3
CRF250RALLY,SPORT,Year: 2022,6,7
CRF250RALLY,SPORT,Year: 2022,7,3
CRF250RALLY,SPORT,Year: 2022,8,3
CRF250RALLY,SPORT,Year: 2022,9,1
CRF250RALLY,SPORT,Year: 2022,10,2
CRF250RALLY,SPORT,Year: 2022,11,1
CRF250RALLY,SPORT,Year: 2022,12,1
CRF300L,SPORT,Year: 2022,1,697
CRF300L,SPORT,Year: 2022,2,603
CRF300L,SPORT,Year: 2022,3,697
CRF300L,SPORT,Year: 2022,4,488
CRF300L,SPORT,Year: 2022,5,391
CRF300L,SPORT,Year: 2022,6,140
CRF300L,SPORT,Year: 2022,7,77
CRF300L,SPORT,Year: 2022,8,710
CRF300L,SPORT,Year: 2022,9,660
CRF300L,SPORT,Year: 2022,10,724
CRF300L,SPORT,Year: 2022,11,620
CRF300L,SPORT,Year: 2022,12,622
CRF300RALLY,SPORT,Year: 2022,1,39
CRF300RALLY,SPORT,Year: 2022,2,21
CRF300RALLY,SPORT,Year: 2022,3,13
CRF300RALLY,SPORT,Year: 2022,4,7
CRF300RALLY,SPORT,Year: 2022,5,19
CRF300RALLY,SPORT,Year: 2022,6,12
CRF300RALLY,SPORT,Year: 2022,7,5
CRF300RALLY,SPORT,Year: 2022,8,2
CRF300RALLY,SPORT,Year: 2022,9,1
CRF300RALLY,SPORT,Year: 2022,12,29
DREAM110i,FAMILY,Year: 2022,6,1
DREAM110i,FAMILY,Year: 2022,11,1
FORZA300,AT,Year: 2022,1,20
FORZA300,AT,Year: 2022,2,31
FORZA300,AT,Year: 2022,3,27
FORZA300,AT,Year: 2022,4,21
FORZA300,AT,Year: 2022,5,10
FORZA300,AT,Year: 2022,6,13
FORZA300,AT,Year: 2022,7,4
FORZA300,AT,Year: 2022,8,8
FORZA300,AT,Year: 2022,9,6
FORZA300,AT,Year: 2022,10,6
FORZA300,AT,Year: 2022,11,4
FORZA300,AT,Year: 2022,12,1
FORZA350,AT,Year: 2022,1,1804
FORZA350,AT,Year: 2022,2,1346
FORZA350,AT,Year: 2022,3,2352
FORZA350,AT,Year: 2022,4,1441
FORZA350,AT,Year: 2022,5,2112
FORZA350,AT,Year: 2022,6,1933
FORZA350,AT,Year: 2022,7,2103
FORZA350,AT,Year: 2022,8,2186
FORZA350,AT,Year: 2022,9,1586
FORZA350,AT,Year: 2022,10,1208
FORZA350,AT,Year: 2022,11,2518
FORZA350,AT,Year: 2022,12,2043
LEAD125,AT,Year: 2022,1,2612
LEAD125,AT,Year: 2022,2,2476
LEAD125,AT,Year: 2022,3,2641
LEAD125,AT,Year: 2022,4,2638
LEAD125,AT,Year: 2022,5,5015
LEAD125,AT,Year: 2022,6,5353
LEAD125,AT,Year: 2022,7,2165
LEAD125,AT,Year: 2022,8,2394
LEAD125,AT,Year: 2022,9,1468
LEAD125,AT,Year: 2022,10,763
LEAD125,AT,Year: 2022,11,738
LEAD125,AT,Year: 2022,12,1277
MOOVE,AT,Year: 2022,1,1
MOOVE,AT,Year: 2022,2,1
MOOVE,AT,Year: 2022,3,1
MOOVE,AT,Year: 2022,5,4
MOOVE,AT,Year: 2022,6,1
MOOVE,AT,Year: 2022,7,2
MOOVE,AT,Year: 2022,8,1
MSX GROM,SPORT,Year: 2022,1,293
MSX GROM,SPORT,Year: 2022,2,241
MSX GROM,SPORT,Year: 2022,3,203
MSX GROM,SPORT,Year: 2022,4,158
MSX GROM,SPORT,Year: 2022,5,219
MSX GROM,SPORT,Year: 2022,6,124
MSX GROM,SPORT,Year: 2022,7,100
MSX GROM,SPORT,Year: 2022,8,60
MSX GROM,SPORT,Year: 2022,9,33
MSX GROM,SPORT,Year: 2022,10,32
MSX GROM,SPORT,Year: 2022,11,83
MSX GROM,SPORT,Year: 2022,12,94
MSX125,SPORT,Year: 2022,1,3
MSX125,SPORT,Year: 2022,2,1
MSX125,SPORT,Year: 2022,3,6
MSX125,SPORT,Year: 2022,4,2
MSX125,SPORT,Year: 2022,6,3
MSX125,SPORT,Year: 2022,8,2
MSX125,SPORT,Year: 2022,9,2
MSX125,SPORT,Year: 2022,10,1
MSX125,SPORT,Year: 2022,11,2
MSX125,SPORT,Year: 2022,12,1
MSX125SF,SPORT,Year: 2022,1,82
MSX125SF,SPORT,Year: 2022,2,113
MSX125SF,SPORT,Year: 2022,3,100
MSX125SF,SPORT,Year: 2022,4,73
MSX125SF,SPORT,Year: 2022,5,100
MSX125SF,SPORT,Year: 2022,6,86
MSX125SF,SPORT,Year: 2022,7,60
MSX125SF,SPORT,Year: 2022,8,64
MSX125SF,SPORT,Year: 2022,9,49
MSX125SF,SPORT,Year: 2022,10,32
MSX125SF,SPORT,Year: 2022,11,21
MSX125SF,SPORT,Year: 2022,12,6
OTHER-HONDA,OTHER,Year: 2022,1,27
OTHER-HONDA,OTHER,Year: 2022,2,15
OTHER-HONDA,OTHER,Year: 2022,3,26
OTHER-HONDA,OTHER,Year: 2022,4,20
OTHER-HONDA,OTHER,Year: 2022,5,65
OTHER-HONDA,OTHER,Year: 2022,6,36
OTHER-HONDA,OTHER,Year: 2022,7,24
OTHER-HONDA,OTHER,Year: 2022,8,28
OTHER-HONDA,OTHER,Year: 2022,9,39
OTHER-HONDA,OTHER,Year: 2022,10,17
OTHER-HONDA,OTHER,Year: 2022,11,10
OTHER-HONDA,OTHER,Year: 2022,12,31
PCX e:HEV,AT,Year: 2022,1,131
PCX e:HEV,AT,Year: 2022,2,125
PCX e:HEV,AT,Year: 2022,3,153
PCX e:HEV,AT,Year: 2022,4,133
PCX e:HEV,AT,Year: 2022,5,148
PCX e:HEV,AT,Year: 2022,6,145
PCX e:HEV,AT,Year: 2022,7,45
PCX e:HEV,AT,Year: 2022,8,16
PCX e:HEV,AT,Year: 2022,9,44
PCX e:HEV,AT,Year: 2022,10,17
PCX e:HEV,AT,Year: 2022,11,87
PCX e:HEV,AT,Year: 2022,12,168
PCX HYBRID,AT,Year: 2022,1,5
PCX HYBRID,AT,Year: 2022,2,3
PCX HYBRID,AT,Year: 2022,3,3
PCX HYBRID,AT,Year: 2022,4,1
PCX HYBRID,AT,Year: 2022,5,3
PCX HYBRID,AT,Year: 2022,6,2
PCX HYBRID,AT,Year: 2022,7,3
PCX HYBRID,AT,Year: 2022,8,1
PCX HYBRID,AT,Year: 2022,10,1
PCX HYBRID,AT,Year: 2022,11,2
PCX150,AT,Year: 2022,1,5
PCX150,AT,Year: 2022,2,9
PCX150,AT,Year: 2022,3,5
PCX150,AT,Year: 2022,4,4
PCX150,AT,Year: 2022,5,15
PCX150,AT,Year: 2022,6,14
PCX150,AT,Year: 2022,7,3
PCX150,AT,Year: 2022,8,3
PCX150,AT,Year: 2022,9,8
PCX150,AT,Year: 2022,10,2
PCX150,AT,Year: 2022,11,1
PCX150,AT,Year: 2022,12,2
PCX160,AT,Year: 2022,1,11048
PCX160,AT,Year: 2022,2,11876
PCX160,AT,Year: 2022,3,13551
PCX160,AT,Year: 2022,4,10939
PCX160,AT,Year: 2022,5,13749
PCX160,AT,Year: 2022,6,16545
PCX160,AT,Year: 2022,7,10041
PCX160,AT,Year: 2022,8,13906
PCX160,AT,Year: 2022,9,12795
PCX160,AT,Year: 2022,10,10881
PCX160,AT,Year: 2022,11,12423
PCX160,AT,Year: 2022,12,12676
REBEL300,SPORT,Year: 2022,1,42
REBEL300,SPORT,Year: 2022,2,49
REBEL300,SPORT,Year: 2022,3,36
REBEL300,SPORT,Year: 2022,4,32
REBEL300,SPORT,Year: 2022,5,52
REBEL300,SPORT,Year: 2022,6,38
REBEL300,SPORT,Year: 2022,7,22
REBEL300,SPORT,Year: 2022,8,32
REBEL300,SPORT,Year: 2022,9,17
REBEL300,SPORT,Year: 2022,10,14
REBEL300,SPORT,Year: 2022,11,9
REBEL300,SPORT,Year: 2022,12,36
SCOOPY i,AT,Year: 2022,1,18193
SCOOPY i,AT,Year: 2022,2,21732
SCOOPY i,AT,Year: 2022,3,17100
SCOOPY i,AT,Year: 2022,4,10166
SCOOPY i,AT,Year: 2022,5,16042
SCOOPY i,AT,Year: 2022,6,13446
SCOOPY i,AT,Year: 2022,7,2985
SCOOPY i,AT,Year: 2022,8,13720
SCOOPY i,AT,Year: 2022,9,16334
SCOOPY i,AT,Year: 2022,10,17577
SCOOPY i,AT,Year: 2022,11,19882
SCOOPY i,AT,Year: 2022,12,19310
SUPER CUB,FAMILY,Year: 2022,1,1014
SUPER CUB,FAMILY,Year: 2022,2,1741
SUPER CUB,FAMILY,Year: 2022,3,1515
SUPER CUB,FAMILY,Year: 2022,4,868
SUPER CUB,FAMILY,Year: 2022,5,732
SUPER CUB,FAMILY,Year: 2022,6,308
SUPER CUB,FAMILY,Year: 2022,7,95
SUPER CUB,FAMILY,Year: 2022,8,65
SUPER CUB,FAMILY,Year: 2022,9,694
SUPER CUB,FAMILY,Year: 2022,10,826
SUPER CUB,FAMILY,Year: 2022,11,2593
SUPER CUB,FAMILY,Year: 2022,12,2061
WAVE110i,FAMILY,Year: 2022,1,46591
WAVE110i,FAMILY,Year: 2022,2,39841
WAVE110i,FAMILY,Year: 2022,3,34975
WAVE110i,FAMILY,Year: 2022,4,33309
WAVE110i,FAMILY,Year: 2022,5,43180
WAVE110i,FAMILY,Year: 2022,6,54773
WAVE110i,FAMILY,Year: 2022,7,48355
WAVE110i,FAMILY,Year: 2022,8,56261
WAVE110i,FAMILY,Year: 2022,9,50406
WAVE110i,FAMILY,Year: 2022,10,45061
WAVE110i,FAMILY,Year: 2022,11,46889
WAVE110i,FAMILY,Year: 2022,12,42008
WAVE125i,FAMILY,Year: 2022,1,21094
WAVE125i,FAMILY,Year: 2022,2,24006
WAVE125i,FAMILY,Year: 2022,3,29021
WAVE125i,FAMILY,Year: 2022,4,23290
WAVE125i,FAMILY,Year: 2022,5,28117
WAVE125i,FAMILY,Year: 2022,6,25603
WAVE125i,FAMILY,Year: 2022,7,22031
WAVE125i,FAMILY,Year: 2022,8,23598
WAVE125i,FAMILY,Year: 2022,9,17869
WAVE125i,FAMILY,Year: 2022,10,15851
WAVE125i,FAMILY,Year: 2022,11,20873
WAVE125i,FAMILY,Year: 2022,12,20293
ZOOMER-X,AT,Year: 2022,1,461
ZOOMER-X,AT,Year: 2022,2,489
ZOOMER-X,AT,Year: 2022,3,466
ZOOMER-X,AT,Year: 2022,4,308
ZOOMER-X,AT,Year: 2022,5,286
ZOOMER-X,AT,Year: 2022,6,215
ZOOMER-X,AT,Year: 2022,7,71
ZOOMER-X,AT,Year: 2022,8,39
ZOOMER-X,AT,Year: 2022,9,19
ZOOMER-X,AT,Year: 2022,10,160
ZOOMER-X,AT,Year: 2022,11,501
ZOOMER-X,AT,Year: 2022,12,476
ADV150,AT,Year: 2023,1,4
ADV150,AT,Year: 2023,2,2
ADV150,AT,Year: 2023,3,2
ADV150,AT,Year: 2023,4,2
ADV150,AT,Year: 2023,5,1
ADV160,AT,Year: 2023,1,1510
ADV160,AT,Year: 2023,2,1253
ADV160,AT,Year: 2023,3,1627
ADV160,AT,Year: 2023,4,1007
ADV160,AT,Year: 2023,5,97
ADV350,AT,Year: 2023,1,331
ADV350,AT,Year: 2023,2,149
ADV350,AT,Year: 2023,3,358
ADV350,AT,Year: 2023,4,352
ADV350,AT,Year: 2023,5,38
CB150R,SPORT,Year: 2023,1,67
CB150R,SPORT,Year: 2023,2,43
CB150R,SPORT,Year: 2023,3,65
CB150R,SPORT,Year: 2023,4,31
CB150R,SPORT,Year: 2023,5,2
CB300F,SPORT,Year: 2023,1,2
CB300F,SPORT,Year: 2023,3,3
CB300F,SPORT,Year: 2023,4,1
CB300R,SPORT,Year: 2023,1,25
CB300R,SPORT,Year: 2023,2,23
CB300R,SPORT,Year: 2023,3,18
CB300R,SPORT,Year: 2023,4,12
CBR150,SPORT,Year: 2023,1,3
CBR150,SPORT,Year: 2023,2,4
CBR150,SPORT,Year: 2023,3,8
CBR150,SPORT,Year: 2023,4,16
CBR150,SPORT,Year: 2023,5,6
CBR150R,SPORT,Year: 2023,1,268
CBR150R,SPORT,Year: 2023,2,226
CBR150R,SPORT,Year: 2023,3,197
CBR150R,SPORT,Year: 2023,4,118
CBR150R,SPORT,Year: 2023,5,8
CBR250RR,SPORT,Year: 2023,1,9
CBR250RR,SPORT,Year: 2023,2,2
CBR250RR,SPORT,Year: 2023,3,7
CBR250RR,SPORT,Year: 2023,4,2
CBR300R,SPORT,Year: 2023,1,6
CBR300R,SPORT,Year: 2023,2,9
CBR300R,SPORT,Year: 2023,3,7
CBR300R,SPORT,Year: 2023,4,4
CBR300R,SPORT,Year: 2023,5,1
CLICK125,AT,Year: 2023,1,3738
CLICK125,AT,Year: 2023,2,2940
CLICK125,AT,Year: 2023,3,2370
CLICK125,AT,Year: 2023,4,1397
CLICK125,AT,Year: 2023,5,105
CLICK125i,AT,Year: 2023,1,166
CLICK125i,AT,Year: 2023,2,122
CLICK125i,AT,Year: 2023,3,94
CLICK125i,AT,Year: 2023,4,83
CLICK125i,AT,Year: 2023,5,10
CLICK150i,AT,Year: 2023,1,20
CLICK150i,AT,Year: 2023,2,12
CLICK150i,AT,Year: 2023,3,16
CLICK150i,AT,Year: 2023,4,4
CLICK150i,AT,Year: 2023,5,1
CLICK160,AT,Year: 2023,1,6964
CLICK160,AT,Year: 2023,2,8644
CLICK160,AT,Year: 2023,3,9967
CLICK160,AT,Year: 2023,4,5477
CLICK160,AT,Year: 2023,5,541
CRF250L,SPORT,Year: 2023,2,2
CRF250L,SPORT,Year: 2023,3,2
CRF250L,SPORT,Year: 2023,5,7
CRF250RALLY,SPORT,Year: 2023,2,1
CRF300L,SPORT,Year: 2023,1,631
CRF300L,SPORT,Year: 2023,2,515
CRF300L,SPORT,Year: 2023,3,276
CRF300L,SPORT,Year: 2023,4,367
CRF300L,SPORT,Year: 2023,5,34
CRF300RALLY,SPORT,Year: 2023,1,58
CRF300RALLY,SPORT,Year: 2023,2,38
CRF300RALLY,SPORT,Year: 2023,3,20
CRF300RALLY,SPORT,Year: 2023,4,20
CRF300RALLY,SPORT,Year: 2023,5,2
FORZA300,AT,Year: 2023,1,3
FORZA300,AT,Year: 2023,2,2
FORZA300,AT,Year: 2023,4,2
FORZA350,AT,Year: 2023,1,2230
FORZA350,AT,Year: 2023,2,2194
FORZA350,AT,Year: 2023,3,3211
FORZA350,AT,Year: 2023,4,1605
FORZA350,AT,Year: 2023,5,173
LEAD125,AT,Year: 2023,1,2483
LEAD125,AT,Year: 2023,2,3671
LEAD125,AT,Year: 2023,3,6110
LEAD125,AT,Year: 2023,4,4952
LEAD125,AT,Year: 2023,5,450
MSX GROM,SPORT,Year: 2023,1,133
MSX GROM,SPORT,Year: 2023,2,198
MSX GROM,SPORT,Year: 2023,3,115
MSX GROM,SPORT,Year: 2023,4,55
MSX GROM,SPORT,Year: 2023,5,13
MSX125,SPORT,Year: 2023,2,1
MSX125SF,SPORT,Year: 2023,1,10
MSX125SF,SPORT,Year: 2023,2,15
MSX125SF,SPORT,Year: 2023,3,14
MSX125SF,SPORT,Year: 2023,4,9
MSX125SF,SPORT,Year: 2023,5,1
OTHER-HONDA,OTHER,Year: 2023,1,26
OTHER-HONDA,OTHER,Year: 2023,2,26
OTHER-HONDA,OTHER,Year: 2023,3,56
OTHER-HONDA,OTHER,Year: 2023,4,10
OTHER-HONDA,OTHER,Year: 2023,5,2
PCX e:HEV,AT,Year: 2023,1,268
PCX e:HEV,AT,Year: 2023,2,156
PCX e:HEV,AT,Year: 2023,3,115
PCX e:HEV,AT,Year: 2023,4,165
PCX e:HEV,AT,Year: 2023,5,4
PCX HYBRID,AT,Year: 2023,1,2
PCX HYBRID,AT,Year: 2023,2,1
PCX150,AT,Year: 2023,2,2
PCX150,AT,Year: 2023,3,7
PCX150,AT,Year: 2023,4,1
PCX160,AT,Year: 2023,1,14181
PCX160,AT,Year: 2023,2,15167
PCX160,AT,Year: 2023,3,14889
PCX160,AT,Year: 2023,4,9901
PCX160,AT,Year: 2023,5,800
REBEL300,SPORT,Year: 2023,1,81
REBEL300,SPORT,Year: 2023,2,76
REBEL300,SPORT,Year: 2023,3,54
REBEL300,SPORT,Year: 2023,4,28
REBEL300,SPORT,Year: 2023,5,4
SCOOPY i,AT,Year: 2023,1,21271
SCOOPY i,AT,Year: 2023,2,22575
SCOOPY i,AT,Year: 2023,3,24901
SCOOPY i,AT,Year: 2023,4,14523
SCOOPY i,AT,Year: 2023,5,1338
SUPER CUB,FAMILY,Year: 2023,1,2588
SUPER CUB,FAMILY,Year: 2023,2,2022
SUPER CUB,FAMILY,Year: 2023,3,1959
SUPER CUB,FAMILY,Year: 2023,4,1232
SUPER CUB,FAMILY,Year: 2023,5,122
WAVE110i,FAMILY,Year: 2023,1,45052
WAVE110i,FAMILY,Year: 2023,2,44039
WAVE110i,FAMILY,Year: 2023,3,52359
WAVE110i,FAMILY,Year: 2023,4,36684
WAVE110i,FAMILY,Year: 2023,5,3220
WAVE125i,FAMILY,Year: 2023,1,25026
WAVE125i,FAMILY,Year: 2023,2,22515
WAVE125i,FAMILY,Year: 2023,3,23536
WAVE125i,FAMILY,Year: 2023,4,16475
WAVE125i,FAMILY,Year: 2023,5,1352
ZOOMER-X,AT,Year: 2023,1,491
ZOOMER-X,AT,Year: 2023,2,644
ZOOMER-X,AT,Year: 2023,3,728
ZOOMER-X,AT,Year: 2023,4,383
ZOOMER-X,AT,Year: 2023,5,34
